date,sessions,website_visitors,active_customers,orders,units_sold,gross_revenue,net_revenue,conversion_rate,average_order_value,lost_sales_units,expected_refund_rate,expected_checkout_failure_rate,day_of_week,month,quarter,is_weekend,incident_flag,incident_type
2026-09-27,22321,22321,13485,941,1466,87792.72,84644.14,0.0429,93.3,0,0.0334,0.0222,6,9,3,True,False,normal
2026-09-28,17855,17855,10981,732,1306,66302.16,62619.59,0.0427,90.58,0,0.039,0.016,0,9,3,False,False,normal
2026-09-29,18348,18348,10940,721,1189,60994.74,57034.04,0.0403,84.6,0,0.0359,0.0241,1,9,3,False,False,normal
2026-09-30,20218,20218,11941,844,1333,78958.65,75589.52,0.0421,93.55,0,0.0346,0.0179,2,9,3,False,False,normal
2026-10-01,21913,21913,13466,1028,1828,92636.87,89587.0,0.0467,90.11,0,0.0293,0.0211,3,10,4,False,False,normal
2026-10-02,22787,22787,13435,928,1587,78447.33,74691.07,0.0406,84.53,0,0.0304,0.0178,4,10,4,False,False,normal
2026-10-03,25129,25129,15154,1002,1854,85257.67,82877.76,0.0388,85.09,0,0.0299,0.0179,5,10,4,True,False,normal
2026-10-04,22751,22751,13605,1120,1790,98348.6,95497.0,0.0458,87.81,0,0.0402,0.0162,6,10,4,True,False,normal
2026-10-05,17622,17622,11091,700,1161,56997.24,54612.97,0.0399,81.42,0,0.0486,0.0184,0,10,4,False,True,shipping_disruption
2026-10-06,18044,18044,11014,645,944,55485.98,52574.77,0.0365,86.02,0,0.0431,0.019,1,10,4,False,True,shipping_disruption
2026-10-07,20359,20359,12447,678,1009,59458.45,54648.69,0.0337,87.7,0,0.0442,0.0156,2,10,4,False,True,shipping_disruption
2026-10-08,22076,22076,14064,829,1630,63602.28,61073.85,0.0362,76.72,0,0.0432,0.0176,3,10,4,False,True,shipping_disruption
2026-10-09,22281,22281,13700,807,1614,68561.7,65258.87,0.0382,84.96,0,0.043,0.0162,4,10,4,False,True,shipping_disruption
2026-10-10,25023,25023,15550,1013,1784,85429.52,81083.95,0.0419,84.33,0,0.0483,0.0249,5,10,4,True,True,shipping_disruption
2026-10-11,22472,22472,14137,784,1294,71857.03,69917.02,0.0353,91.65,0,0.0453,0.0177,6,10,4,True,True,shipping_disruption
2026-10-12,17864,17864,11415,638,1094,48395.66,44608.19,0.0381,75.86,0,0.0548,0.0226,0,10,4,False,True,shipping_disruption
2026-10-13,18522,18522,11142,741,1374,62171.17,55787.76,0.0404,83.9,0,0.0515,0.0174,1,10,4,False,True,shipping_disruption
2026-10-14,19954,19954,12278,602,1016,50176.91,46216.55,0.0313,83.35,0,0.0517,0.0188,2,10,4,False,True,shipping_disruption
2026-10-15,22077,22077,13456,972,1729,88724.54,84179.52,0.0415,91.28,0,0.0492,0.014,3,10,4,False,True,shipping_disruption
2026-10-16,22527,22527,13429,745,1303,63891.57,60591.31,0.0349,85.76,0,0.0448,0.0167,4,10,4,False,True,shipping_disruption
2026-10-17,25079,25079,16124,1059,1781,101535.35,94680.69,0.0394,95.88,0,0.0489,0.0186,5,10,4,True,True,shipping_disruption
2026-10-18,22816,22816,14265,1001,1689,89731.82,85367.68,0.0437,89.64,0,0.0336,0.0228,6,10,4,True,False,normal
2026-10-19,18087,18087,11511,832,1485,69674.82,66444.97,0.0463,83.74,0,0.0415,0.0187,0,10,4,False,False,normal
2026-10-20,18593,18593,11710,751,1226,65575.91,61990.92,0.0447,87.32,0,0.0366,0.0222,1,10,4,False,False,normal
2026-10-21,20687,20687,12774,671,1211,56399.31,54860.75,0.0359,84.05,0,0.036,0.0199,2,10,4,False,False,normal
2026-10-22,22108,22108,14120,856,1450,77662.04,74513.54,0.0406,90.73,0,0.0355,0.0229,3,10,4,False,False,normal
2026-10-23,22969,22969,14551,981,1732,77178.13,73343.89,0.0434,78.67,0,0.042,0.0178,4,10,4,False,False,normal
2026-10-24,25442,25442,16450,1088,2085,88639.0,85324.62,0.0424,81.47,0,0.0293,0.0252,5,10,4,True,False,normal
2026-10-25,23155,23155,14186,1002,1733,88683.31,85177.26,0.0444,88.51,0,0.0424,0.0165,6,10,4,True,False,normal
2026-10-26,18087,18087,11925,829,1542,76882.84,74289.66,0.0454,92.74,0,0.0343,0.0157,0,10,4,False,False,normal
2026-10-27,18706,18706,11752,870,1335,64283.58,62587.08,0.0448,73.89,0,0.0294,0.0144,1,10,4,False,False,normal
2026-10-28,20529,20529,13262,850,1440,79525.65,77152.66,0.0424,93.56,0,0.032,0.025,2,10,4,False,False,normal
2026-10-29,22680,22680,14193,828,1452,70569.82,68497.28,0.0375,85.23,0,0.0284,0.0205,3,10,4,False,False,normal
2026-10-30,23133,23133,14609,880,1743,66562.05,63076.86,0.0416,75.64,0,0.0376,0.017,4,10,4,False,False,normal
2026-10-31,25467,25467,15104,1105,1674,76787.0,73724.5,0.0442,69.49,0,0.0308,0.0217,5,10,4,True,False,normal
2026-11-01,26886,26886,17339,1167,2029,97547.64,93692.71,0.0397,83.59,0,0.0357,0.0201,6,11,4,True,False,normal
2026-11-02,21461,21461,15115,960,1848,88215.96,86690.11,0.0449,91.89,0,0.0395,0.0239,0,11,4,False,False,normal
2026-11-03,22204,22204,13661,896,1484,82107.25,78172.82,0.0457,91.64,0,0.0323,0.0134,1,11,4,False,False,normal
2026-11-04,24058,24058,14892,1030,1776,98347.08,94612.37,0.0434,95.48,0,0.0339,0.0172,2,11,4,False,False,normal
2026-11-05,26390,26390,16102,876,1568,77944.57,75716.23,0.0338,88.98,0,0.0298,0.0166,3,11,4,False,False,normal
2026-11-06,27060,27060,16515,1049,1859,90115.16,86812.95,0.0392,85.91,0,0.0334,0.0121,4,11,4,False,False,normal
2026-11-07,30450,30450,20148,1421,2754,127503.52,122748.38,0.0487,89.73,0,0.0453,0.0212,5,11,4,True,False,normal
2026-11-08,27342,27342,16630,1162,2096,107118.8,102743.25,0.0414,92.18,0,0.0381,0.0172,6,11,4,True,False,normal
2026-11-09,21460,21460,13117,755,1442,70418.28,67805.4,0.037,93.27,0,0.0339,0.0202,0,11,4,False,False,normal
2026-11-10,21924,21924,12610,956,1632,83802.57,81848.42,0.0467,87.66,0,0.0326,0.0251,1,11,4,False,False,normal
2026-11-11,24319,24319,14722,1041,1729,100933.23,99137.96,0.043,96.96,0,0.0348,0.0169,2,11,4,False,False,normal
2026-11-12,26740,26740,15314,1243,2142,110107.82,107533.89,0.0463,88.58,0,0.0355,0.0167,3,11,4,False,False,normal
2026-11-13,26996,26996,17408,1223,1970,106665.85,102981.52,0.0438,87.22,0,0.0333,0.0184,4,11,4,False,False,normal
2026-11-14,30521,30521,21013,1291,2334,114920.75,110607.83,0.0444,89.02,0,0.0371,0.021,5,11,4,True,False,normal
2026-11-15,27550,27550,16815,1288,2194,126110.17,122221.65,0.0441,97.91,0,0.0312,0.0163,6,11,4,True,False,normal
2026-11-16,21160,21160,12210,574,958,47768.06,44661.09,0.0313,83.22,0,0.0473,0.1139,0,11,4,False,True,failed_deployment
2026-11-17,21518,21518,13765,660,1194,52885.92,48205.41,0.036,80.13,0,0.0526,0.1189,1,11,4,False,True,failed_deployment
2026-11-18,23815,23815,14219,670,1081,59659.21,56544.32,0.0321,89.04,0,0.0464,0.1169,2,11,4,False,True,failed_deployment
2026-11-19,25956,25956,16780,557,1026,53324.46,49536.54,0.0245,95.74,0,0.054,0.1096,3,11,4,False,True,failed_deployment
2026-11-20,27355,27355,16856,1153,1952,107405.7,103610.02,0.0443,93.15,0,0.0349,0.0143,4,11,4,False,False,normal
2026-11-21,30300,30300,18157,1365,2579,134843.07,129901.9,0.0464,98.79,0,0.0277,0.0225,5,11,4,True,False,normal
2026-11-22,27428,27428,17017,1183,2014,115577.24,111540.59,0.0466,97.7,0,0.0354,0.0192,6,11,4,True,False,normal
2026-11-23,21625,21625,13917,918,1676,81398.12,77299.31,0.0417,88.67,0,0.0283,0.0157,0,11,4,False,False,normal
2026-11-24,22609,22609,13772,1103,1954,101637.58,97245.81,0.0465,92.15,0,0.0378,0.0175,1,11,4,False,False,normal
2026-11-25,24726,24726,15012,1132,2082,96158.88,92354.04,0.0458,84.95,0,0.034,0.018,2,11,4,False,False,normal
2026-11-26,27230,27230,17084,1321,2329,120042.99,115225.29,0.0507,90.87,0,0.0424,0.0202,3,11,4,False,False,normal
2026-11-27,27739,27739,16262,1117,1732,98917.0,96816.88,0.0407,88.56,0,0.0393,0.0139,4,11,4,False,False,normal
2026-11-28,30384,30384,19136,1237,2314,111062.97,108190.29,0.0415,89.78,0,0.0308,0.0155,5,11,4,True,False,normal
2026-11-29,27656,27656,15965,1180,2053,103693.18,102278.05,0.0421,87.88,0,0.0269,0.0188,6,11,4,True,False,normal
2026-11-30,21817,21817,13317,862,1590,77942.87,76063.24,0.0415,90.42,0,0.032,0.0177,0,11,4,False,False,normal
2026-12-01,23175,23175,14789,940,1723,89231.64,87613.24,0.0403,94.93,0,0.0301,0.0197,1,12,4,False,False,normal
2026-12-02,25337,25337,15875,847,1404,77367.35,75858.75,0.0347,91.34,0,0.0423,0.0143,2,12,4,False,False,normal
2026-12-03,28141,28141,17650,1134,1860,92699.9,88763.99,0.0417,81.75,0,0.035,0.0191,3,12,4,False,False,normal
2026-12-04,28843,28843,17682,1252,2289,110046.21,105026.47,0.0441,87.9,0,0.0387,0.0213,4,12,4,False,False,normal
2026-12-05,31761,31761,20764,1323,2267,110660.09,107548.52,0.0415,83.64,0,0.0339,0.0195,5,12,4,True,False,normal
2026-12-06,28735,28735,18386,1350,2514,126012.15,121688.79,0.0488,93.34,0,0.0343,0.0184,6,12,4,True,False,normal
2026-12-07,22592,22592,14208,940,1625,89082.15,86185.24,0.043,94.77,0,0.0349,0.0177,0,12,4,False,False,normal
2026-12-08,23179,23179,14890,1045,1957,97614.51,93529.71,0.0469,93.41,0,0.0394,0.0155,1,12,4,False,False,normal
2026-12-09,25544,25544,16343,1033,1860,90562.36,86713.35,0.0438,87.67,0,0.0362,0.0178,2,12,4,False,False,normal
2026-12-10,28508,28508,17373,1275,2275,119031.06,116908.12,0.0455,93.36,0,0.0308,0.0218,3,12,4,False,False,normal
2026-12-11,28934,28934,17022,1254,2138,112125.62,106428.66,0.0438,89.41,0,0.0415,0.0176,4,12,4,False,False,normal
2026-12-12,31798,31798,19770,1478,2628,126723.37,123088.55,0.0471,85.74,0,0.0338,0.0153,5,12,4,True,False,normal
2026-12-13,28999,28999,18182,1283,2429,123271.43,119679.56,0.0432,96.08,0,0.0332,0.0165,6,12,4,True,False,normal
2026-12-14,23023,23023,14990,1023,1784,98718.63,94880.72,0.0445,96.5,0,0.0237,0.0186,0,12,4,False,False,normal
2026-12-15,23469,23469,14118,1032,1872,100329.93,95774.54,0.0441,97.22,0,0.0375,0.0169,1,12,4,False,False,normal
2026-12-16,25700,25700,15200,1104,1938,97874.11,93779.41,0.0421,88.65,0,0.0354,0.0195,2,12,4,False,False,normal
2026-12-17,28748,28748,17946,1242,2192,122320.22,118526.48,0.0442,98.49,0,0.0354,0.0196,3,12,4,False,False,normal
2026-12-18,28860,28860,17719,1383,2706,123481.57,119009.99,0.0497,89.29,0,0.0334,0.0207,4,12,4,False,False,normal
2026-12-19,32002,32002,18156,1338,2534,127905.12,123641.42,0.0422,95.59,0,0.0327,0.0223,5,12,4,True,False,normal
2026-12-20,29119,29119,18308,1254,2206,111844.24,106710.26,0.0443,89.19,0,0.0335,0.021,6,12,4,True,False,normal
2026-12-21,23058,23058,13184,1079,1916,97938.78,96539.09,0.0468,90.77,0,0.0369,0.0152,0,12,4,False,False,normal
2026-12-22,23368,23368,14129,1041,1734,81909.55,78900.95,0.0464,78.68,0,0.0376,0.0153,1,12,4,False,False,normal
2026-12-23,26121,26121,16919,1066,1843,96301.88,93494.36,0.043,90.34,0,0.0341,0.0178,2,12,4,False,False,normal
2026-12-24,28367,28367,18984,1020,1823,94351.01,90177.0,0.0358,92.5,0,0.0388,0.0166,3,12,4,False,False,normal
2026-12-25,28977,28977,17147,1216,2252,109129.59,104724.53,0.0446,89.74,0,0.0347,0.0146,4,12,4,False,False,normal
2026-12-26,32125,32125,19581,1171,2155,119042.73,116933.38,0.0363,101.66,0,0.033,0.0167,5,12,4,True,False,normal
2026-12-27,29113,29113,18004,1387,2243,118736.13,112665.24,0.0474,85.61,0,0.0358,0.0166,6,12,4,True,False,normal
2026-12-28,23069,23069,15238,997,1862,88633.6,86278.09,0.0435,88.9,0,0.0296,0.016,0,12,4,False,False,normal
2026-12-29,23585,23585,14334,1074,1868,93462.92,88953.78,0.046,87.02,0,0.0359,0.0171,1,12,4,False,False,normal
2026-12-30,25967,25967,15835,1047,1708,93077.49,90009.2,0.0403,88.9,0,0.0288,0.0215,2,12,4,False,False,normal
2026-12-31,28691,28691,18845,1158,2212,113105.07,109005.17,0.0383,97.67,0,0.0309,0.0186,3,12,4,False,False,normal
